日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,出来高,5日平均,25日平均
2019/7/19,"21,146.50","21,474.30","21,121.90","21,466.99","21,440.71","21,420.03","21,439.21","59,708","57,024.80","57,476.56"
2019/7/18,"21,336.80","21,347.84","20,993.44","21,046.24","21,476.02","21,402.63","21,438.04","72,396","55,302.00","57,796.52"
2019/7/17,"21,474.63","21,488.27","21,380.55","21,469.18","21,573.46","21,405.96","21,443.13","54,914","52,966.00","57,230.08"
2019/7/16,"21,644.38","21,655.52","21,514.89","21,535.25","21,592.66","21,395.37","21,436.57","51,307","53,094.00","57,180.40"
2019/7/12,"21,720.14","21,720.14","21,589.83","21,685.90","21,592.48","21,379.34","21,437.80","46,799","53,524.20","57,526.84"
2019/7/11,"21,547.19","21,649.93","21,532.57","21,643.53","21,604.57","21,347.29","21,436.77","51,094","53,397.00","57,745.68"
2019/7/10,"21,499.46","21,601.86","21,488.22","21,533.48","21,616.36","21,312.51","21,435.75","60,716","50,975.20","58,158.84"
2019/7/9,"21,598.15","21,687.29","21,508.22","21,565.15","21,637.29","21,282.21","21,436.43","55,554","50,172.20","58,709.00"
2019/7/8,"21,665.79","21,672.65","21,499.57","21,534.35","21,675.12","21,235.95","21,434.91","53,458","50,343.60","59,338.84"
2019/7/5,"21,703.61","21,746.38","21,647.73","21,746.38","21,714.24","21,191.01","21,431.61","46,163","53,448.20","59,981.48"
2019/7/4,"21,740.93","21,755.63","21,672.50","21,702.45","21,620.15","21,145.20","21,425.53","38,985","57,012.20","61,393.00"
2019/7/3,"21,684.07","21,708.72","21,566.65","21,638.16","21,547.29","21,114.81","21,422.88","56,701","61,860.60","62,253.52"
2019/7/2,"21,699.43","21,784.22","21,697.31","21,754.27","21,436.98","21,089.41","21,416.04","56,411","60,901.40","62,871.68"
2019/7/1,"21,566.27","21,758.34","21,559.17","21,729.97","21,324.89","21,069.65","21,406.32","68,981","60,741.20","64,676.76"
2019/6/28,"21,282.22","21,324.93","21,199.85","21,275.92","21,236.09","21,047.75","21,402.67","63,983","55,853.20","63,633.56"
2019/6/27,"21,156.88","21,338.17","21,123.97","21,338.17","21,232.64","21,041.41","21,406.94","63,227","61,420.60","63,867.44"
2019/6/26,"21,067.68","21,129.64","21,035.84","21,086.59","21,257.57","21,033.92","21,412.12","51,905","60,247.40","63,972.92"
2019/6/25,"21,238.07","21,313.77","21,114.47","21,193.81","21,307.03","21,041.80","21,421.93","55,610","63,084.00","64,558.20"
2019/6/24,"21,223.56","21,317.86","21,185.67","21,285.99","21,262.81","21,044.94","21,427.38","44,541","63,215.40","65,226.64"
2019/6/21,"21,487.67","21,497.82","21,221.70","21,258.64","21,230.41","21,045.57","21,428.70","91,820","64,423.40","66,130.28"
2019/6/20,"21,417.74","21,491.39","21,377.27","21,462.86","21,202.06","21,045.23","21,432.67","57,361","58,528.20","65,580.36"
2019/6/19,"21,223.17","21,358.72","21,213.43","21,333.87","21,115.89","21,029.23","21,432.49","66,088","60,597.40","66,684.36"
2019/6/18,"21,111.77","21,153.65","20,924.19","20,972.71","21,075.06","21,023.42","21,435.08","56,267","59,026.80","67,507.36"
2019/6/17,"21,094.96","21,185.25","21,044.62","21,124.00","21,121.37","21,027.20","21,441.12","50,581","58,507.80","68,975.12"
2019/6/14,"21,049.41","21,119.73","20,971.18","21,116.89","21,123.46","21,029.89","21,445.66","62,344","60,385.20","70,024.72"
2019/6/13,"21,040.91","21,111.23","20,932.13","21,032.00","21,077.02","21,039.01","21,449.85","67,707","58,370.40","71,592.60"
2019/6/12,"21,130.39","21,259.70","21,118.75","21,129.72","21,025.43","21,053.82","21,453.46","58,235","57,113.60","72,880.72"
2019/6/11,"21,099.54","21,227.18","21,066.62","21,204.28","20,954.71","21,072.73","21,455.49","53,672","60,360.60","74,089.12"
2019/6/10,"21,095.40","21,166.12","21,077.95","21,134.42","20,795.56","21,101.51","21,451.44","59,968","63,886.20","75,681.84"
2019/6/7,"20,859.78","20,907.77","20,816.58","20,884.71","20,650.85","21,146.48","21,451.51","52,270","65,797.40","76,246.32"
2019/6/6,"20,745.84","20,842.28","20,745.84","20,774.04","20,594.15","21,203.40","21,454.97","61,423","71,633.60","76,766.48"
2019/6/5,"20,667.89","20,800.64","20,646.15","20,776.10","20,627.84","21,260.44","21,456.18","74,470","71,448.60","77,110.96"
2019/6/4,"20,435.86","20,464.57","20,289.64","20,408.54","20,673.30","21,319.78","21,450.27","71,300","70,985.60","76,275.28"
2019/6/3,"20,327.87","20,438.03","20,305.74","20,410.88","20,843.62","21,392.16","21,454.84","69,524","77,033.20","75,190.00"
2019/5/31,"20,785.21","20,823.10","20,581.58","20,601.19","20,997.96","21,463.74","21,461.02","81,451","71,708.60","74,401.84"
2019/5/30,"20,881.50","20,942.53","20,809.29","20,942.53","21,101.16","21,523.30","21,464.26","60,498","69,384.40","73,917.96"
2019/5/29,"21,055.42","21,071.73","20,884.61","21,003.37","21,142.89","21,576.72","21,463.48","72,155","70,457.60","74,604.40"
2019/5/28,"21,187.17","21,297.70","21,177.27","21,260.14","21,198.89","21,625.45","21,460.61","101,538","69,334.00","74,081.96"
2019/5/27,"21,148.46","21,232.38","21,113.76","21,182.58","21,201.35","21,661.81","21,454.12","42,901","63,490.60","72,746.12"
2019/5/24,"20,980.79","21,117.22","20,922.00","21,117.22","21,225.18","21,689.33","21,445.77","69,830","68,336.80","73,568.68"
2019/5/23,"21,180.24","21,209.56","21,072.72","21,151.14","21,251.75","21,713.10","21,439.74","65,864","69,985.20","73,298.04"
2019/5/22,"21,373.52","21,404.54","21,266.98","21,283.37","21,234.12","21,734.55","21,433.04","66,537","73,804.60","73,083.52"
2019/5/21,"21,211.26","21,318.80","21,160.43","21,272.45","21,215.16","21,755.32","21,426.25","72,321","77,829.80","72,660.08"
2019/5/20,"21,305.97","21,430.06","21,282.65","21,301.73","21,174.11","21,774.89","21,416.94","67,132","81,957.80","72,020.28"
2019/5/17,"21,246.86","21,398.85","21,199.98","21,250.09","21,152.02","21,795.12","21,407.50","78,072","83,895.60","71,746.52"
2019/5/16,"21,153.20","21,153.20","20,951.67","21,062.98","21,170.99","21,814.11","21,399.14","84,961","88,589.40","71,011.36"
2019/5/15,"21,112.85","21,191.53","20,968.08","21,188.56","21,238.82","21,840.12","21,394.56","86,663","91,579.20","70,435.64"
2019/5/14,"20,870.77","21,077.48","20,751.45","21,067.23","21,321.63","21,852.79","21,387.59","92,961","91,935.60","69,898.04"
2019/5/13,"21,180.74","21,277.66","21,127.93","21,191.28","21,492.92","21,870.47","21,378.73","76,821","92,041.40","69,372.40"
2019/5/10,"21,431.81","21,584.09","21,175.33","21,344.92","21,706.41","21,871.05","21,368.75","101,541","91,493.20","68,841.08"
2019/5/9,"21,492.91","21,559.76","21,315.07","21,402.13","21,898.95","21,858.60","21,358.22","99,910","84,239.80","67,711.84"
2019/5/8,"21,628.04","21,639.12","21,514.85","21,602.59","22,058.52","21,857.66","21,344.32","88,445","78,264.80","66,845.68"
2019/5/7,"22,184.40","22,190.49","21,875.11","21,923.72","22,189.95","21,850.70","21,325.13","93,490","71,291.40","67,484.92"
2019/4/26,"22,167.48","22,270.29","22,073.10","22,258.73","22,248.79","21,812.83","21,305.18","74,080","61,427.00","66,951.08"
2019/4/25,"22,183.32","22,334.69","22,155.23","22,307.58","22,237.15","21,787.58","21,277.78","65,274","56,575.00","67,241.80"
2019/4/24,"22,356.83","22,362.92","22,125.48","22,200.00","22,193.66","21,759.63","21,247.53","70,035","57,391.00","67,323.60"
2019/4/23,"22,241.74","22,268.37","22,119.94","22,259.74","22,209.25","21,734.30","21,212.36","53,578","58,915.80","66,993.00"
2019/4/22,"22,188.62","22,280.19","22,099.38","22,217.90","22,201.64","21,707.29","21,182.43","44,168","60,019.00","67,125.72"
2019/4/19,"22,238.07","22,250.37","22,162.23","22,200.56","22,191.88","21,676.61","21,153.89","49,820","64,813.80","68,790.60"
2019/4/18,"22,274.13","22,305.63","22,058.39","22,090.12","22,125.88","21,640.07","21,115.58","69,354","67,542.80","69,441.56"
2019/4/17,"22,236.41","22,345.19","22,185.87","22,277.97","22,050.13","21,608.08","21,076.45","77,659","66,284.80","69,394.44"
2019/4/16,"22,108.15","22,261.33","22,095.32","22,221.66","21,932.05","21,577.10","21,048.29","59,094","62,853.20","69,082.36"
2019/4/15,"22,122.97","22,211.03","22,102.93","22,169.11","21,848.24","21,533.24","21,023.91","68,142","62,224.60","69,011.56"
2019/4/12,"21,782.35","21,878.78","21,698.71","21,870.56","21,766.75","21,487.50","21,008.16","63,465","59,861.40","70,401.84"
2019/4/11,"21,662.65","21,721.42","21,627.87","21,711.38","21,754.13","21,470.92","20,998.09","63,064","59,226.00","70,963.08"
2019/4/10,"21,579.68","21,687.57","21,571.67","21,687.57","21,756.85","21,466.33","20,995.36","60,501","58,551.80","70,794.84"
2019/4/9,"21,750.29","21,811.88","21,698.42","21,802.59","21,761.98","21,467.88","20,991.19","55,951","60,565.20","70,816.32"
2019/4/8,"21,900.55","21,900.55","21,740.53","21,761.65","21,702.52","21,468.66","20,991.37","56,326","64,019.60","71,015.16"
2019/4/5,"21,743.14","21,839.18","21,731.34","21,807.50","21,652.00","21,462.30","20,989.26","60,288","68,718.40","71,341.08"
2019/4/4,"21,724.69","21,787.60","21,662.90","21,724.95","21,531.66","21,445.41","20,980.46","59,693","69,368.40","71,878.48"
2019/4/3,"21,563.64","21,722.72","21,489.95","21,713.21","21,393.42","21,438.67","20,973.72","70,568","72,091.80","72,283.88"
2019/4/2,"21,744.64","21,744.64","21,490.56","21,505.31","21,326.52","21,428.12","20,973.26","73,223","73,629.40","71,783.44"
2019/4/1,"21,500.89","21,682.94","21,471.12","21,509.03","21,311.14","21,429.04","20,973.21","79,820","79,870.00","70,989.08"
2019/3/29,"21,228.51","21,267.25","21,149.42","21,205.81","21,204.76","21,425.69","20,978.68","63,538","79,934.80","69,955.84"
2019/3/28,"21,191.32","21,191.32","20,974.19","21,033.76","21,289.06","21,436.03","20,989.75","73,310","83,496.80","70,234.16"
2019/3/27,"21,353.61","21,388.59","21,242.52","21,378.73","21,404.09","21,451.94","21,010.30","78,256","82,298.60","69,762.04"
2019/3/26,"21,174.34","21,460.99","21,174.34","21,428.39","21,441.72","21,448.90","21,023.27","104,426","79,001.40","68,842.36"
2019/3/25,"21,267.41","21,275.43","20,911.57","20,977.11","21,472.94","21,443.04","21,034.39","80,144","69,495.40","67,213.08"
2019/3/22,"21,713.26","21,713.26","21,542.03","21,627.34","21,567.69","21,439.98","21,050.39","81,348","70,624.60","66,711.88"
2019/3/20,"21,548.65","21,614.17","21,499.16","21,608.92","21,499.62","21,420.47","21,054.72","67,319","67,573.80","66,118.76"
2019/3/19,"21,558.43","21,585.55","21,425.79","21,566.85","21,435.89","21,401.89","21,057.43","61,770","67,745.20","66,667.08"
2019/3/18,"21,576.36","21,612.67","21,500.32","21,584.50","21,423.26","21,373.79","21,058.49","56,896","69,362.60","67,663.88"
2019/3/15,"21,376.73","21,521.68","21,374.85","21,450.85","21,331.37","21,323.74","21,057.47","85,790","69,448.20","68,942.40"
2019/3/14,"21,474.58","21,522.75","21,287.02","21,287.02","21,246.32","21,295.75","21,059.23","66,094","72,870.00","68,421.76"
2019/3/13,"21,425.77","21,474.17","21,198.99","21,290.24","21,280.11","21,279.23","21,066.35","68,176","75,150.40","68,618.16"
2019/3/12,"21,361.61","21,568.48","21,348.81","21,503.69","21,341.43","21,261.40","21,071.55","69,857","73,286.80","68,590.84"
2019/3/11,"21,062.75","21,145.94","20,938.00","21,125.09","21,385.95","21,236.61","21,075.55","57,324","71,523.00","68,544.04"
2019/3/8,"21,339.17","21,359.32","20,993.07","21,025.56","21,525.34","21,223.14","21,085.17","102,899","72,242.60","69,640.88"
2019/3/7,"21,456.88","21,472.16","21,402.12","21,456.01","21,640.76","21,213.05","21,095.64","77,496","64,557.60","68,643.28"
2019/3/6,"21,659.03","21,684.60","21,550.45","21,596.81","21,626.59","21,177.08","21,106.49","58,858","63,803.00","68,516.96"
2019/3/5,"21,712.80","21,798.38","21,659.04","21,726.28","21,618.53","21,139.79","21,115.20","61,038","65,997.00","68,763.64"
2019/3/4,"21,812.81","21,860.39","21,740.92","21,822.04","21,563.15","21,096.70","21,125.34","60,922","65,400.80","68,664.24"
2019/3/1,"21,490.02","21,641.58","21,490.02","21,602.69","21,504.39","21,054.76","21,128.86","64,474","63,889.20","69,047.60"
2019/2/28,"21,536.55","21,536.55","21,364.09","21,385.16","21,468.96","21,013.64","21,136.13","73,723","61,792.20","69,001.88"
2019/2/27,"21,504.61","21,578.81","21,492.65","21,556.51","21,484.77","20,981.98","21,142.98","69,828","61,146.80","68,504.24"
2019/2/26,"21,556.02","21,610.88","21,405.84","21,449.39","21,459.77","20,944.63","21,152.14","58,057","59,482.60","68,065.52"
2019/2/25,"21,567.66","21,590.03","21,505.07","21,528.23","21,430.42","20,915.43","21,155.32","53,364","58,924.00","68,265.80"
2019/2/22,"21,376.36","21,451.23","21,348.67","21,425.51","21,381.14","20,880.95","21,160.55","53,989","60,990.00","68,797.72"
2019/2/21,"21,422.31","21,553.35","21,318.74","21,464.23","21,276.17","20,840.02","21,160.97","70,496","63,715.00","69,262.84"
2019/2/20,"21,346.04","21,494.85","21,315.39","21,431.49","21,211.26","20,799.16","21,156.78","61,507","62,919.80","69,310.36"
2019/2/19,"21,256.58","21,344.17","21,217.16","21,302.65","21,153.86","20,764.11","21,153.49","55,264","66,823.80","70,077.84"
2019/2/18,"21,217.32","21,306.36","21,189.97","21,281.85","21,066.17","20,726.39","21,153.03","63,694","73,109.00","71,072.08"
2019/2/15,"21,051.51","21,051.51","20,853.33","20,900.63","20,876.44","20,681.67","21,163.82","67,614","78,142.00","71,562.84"
2019/2/14,"21,147.89","21,235.62","21,102.16","21,139.71","20,846.57","20,662.73","21,178.63","66,520","79,174.00","71,861.96"
2019/2/13,"21,029.93","21,213.74","20,992.88","21,144.48","20,793.44","20,625.30","21,198.29","81,027","80,070.80","72,766.52"
2019/2/12,"20,442.55","20,885.88","20,428.57","20,864.21","20,733.43","20,581.08","21,216.80","86,690","77,364.00","72,886.44"
2019/2/8,"20,510.50","20,562.39","20,315.31","20,333.17","20,737.34","20,528.99","21,240.72","88,859","73,763.40","73,193.64"
2019/2/7,"20,812.22","20,844.77","20,665.51","20,751.28","20,828.39","20,516.25","21,274.15","72,774","72,940.60","72,550.84"
2019/2/6,"20,928.87","20,971.66","20,860.99","20,874.06","20,832.83","20,489.31","21,298.13","71,004","73,977.60","73,475.96"
2019/2/5,"20,960.47","20,981.23","20,823.18","20,844.45","20,769.32","20,427.43","21,316.76","67,493","74,644.40","73,933.60"
2019/2/4,"20,831.90","20,922.58","20,823.68","20,883.77","20,733.36","20,359.88","21,341.43","68,687","74,150.80","75,149.80"
2019/2/1,"20,797.03","20,929.63","20,741.98","20,788.39","20,686.41","20,331.18","21,364.19","84,745","72,124.00","77,211.16"
2019/1/31,"20,832.91","20,869.42","20,682.91","20,773.49","20,683.44","20,315.34","21,400.42","77,959","69,276.20","77,794.72"
2019/1/30,"20,701.62","20,706.27","20,527.53","20,556.54","20,643.67","20,323.92","21,436.37","74,338","66,350.60","78,028.52"
2019/1/29,"20,555.44","20,673.66","20,406.22","20,664.64","20,651.11","20,346.28","21,479.40","65,025","63,739.40","78,376.48"
2019/1/28,"20,746.29","20,759.48","20,624.55","20,649.00","20,642.76","20,379.97","21,523.54","58,553","62,506.40","78,391.96"
2019/1/25,"20,598.64","20,844.31","20,598.64","20,773.56","20,656.83","20,409.00","21,569.70","70,506","63,408.60","80,289.08"
2019/1/24,"20,506.24","20,620.72","20,467.59","20,574.63","20,635.33","20,450.70","21,616.33","63,331","62,639.80","80,735.64"
2019/1/23,"20,453.44","20,686.29","20,438.22","20,593.72","20,600.86","20,491.83","21,665.28","61,282","63,097.00","81,897.28"
2019/1/22,"20,770.06","20,805.93","20,558.30","20,622.91","20,570.66","20,514.00","21,712.30","58,860","65,177.40","83,055.92"
2019/1/21,"20,848.38","20,892.68","20,678.26","20,719.33","20,557.14","20,537.86","21,754.61","63,064","69,544.20","83,956.20"
2019/1/18,"20,472.81","20,682.12","20,454.13","20,666.07","20,485.21","20,576.24","21,798.81","66,662","72,955.40","84,652.08"
2019/1/17,"20,544.23","20,571.75","20,342.46","20,402.27","20,384.76","20,609.66","21,842.46","65,617","74,815.60","85,597.40"
2019/1/16,"20,575.72","20,580.25","20,323.32","20,442.75","20,389.72","20,670.34","21,888.70","71,684","76,710.60","86,424.76"
2019/1/15,"20,264.82","20,571.28","20,204.43","20,555.29","20,341.97","20,734.08","21,931.79","80,694","80,200.60","87,253.56"
2019/1/11,"20,296.45","20,389.89","20,294.74","20,359.70","20,238.71","20,814.85","21,973.36","80,120","80,866.80","86,933.24"
2019/1/10,"20,270.88","20,345.92","20,101.93","20,163.80","20,079.16","20,894.51","22,014.17","75,963","83,716.80","88,019.40"
2019/1/9,"20,366.30","20,494.35","20,331.20","20,427.06","20,049.36","20,978.46","22,053.25","75,092","83,082.00","87,836.36"
2019/1/8,"20,224.67","20,347.92","20,106.36","20,204.04","19,979.47","21,048.46","22,085.17","89,134","87,244.00","88,032.32"
2019/1/7,"19,944.61","20,266.22","19,920.80","20,038.97","19,804.07","21,118.39","22,117.18","84,025","85,906.20","87,520.04"
2019/1/4,"19,655.13","19,692.58","19,241.37","19,561.96","19,627.43","21,189.31","22,152.19","94,370","88,680.80","87,374.56"
2018/12/28,"19,957.88","20,084.38","19,900.04","20,014.77","19,748.27","21,272.70","22,189.67","72,789","93,851.00","86,314.04"
2018/12/27,"19,706.19","20,211.57","19,701.76","20,077.62","19,823.83","21,332.41","22,220.23","95,902","99,160.00","86,588.96"
2018/12/26,"19,302.59","19,530.35","18,948.58","19,327.06","20,005.89","21,392.63","22,252.37","82,445","96,740.40","86,158.80"
2018/12/25,"19,785.43","19,785.43","19,117.96","19,155.74","20,363.57","21,492.39","22,295.75","97,898","96,858.80","85,832.16"
2018/12/21,"20,310.50","20,334.73","20,006.67","20,166.19","20,833.80","21,593.38","22,342.97","120,221","90,361.60","85,004.36"
2018/12/20,"20,779.93","20,841.34","20,282.93","20,392.58","21,075.53","21,658.87","22,376.85","99,334","87,513.60","83,551.32"
2018/12/19,"21,107.17","21,168.62","20,880.73","20,987.92","21,360.25","21,717.03","22,409.82","83,804","83,980.80","82,679.48"
2018/12/18,"21,275.51","21,330.36","21,101.44","21,115.45","21,483.22","21,749.93","22,434.91","83,037","85,694.40","82,862.88"
2018/12/17,"21,391.73","21,563.27","21,363.67","21,506.88","21,489.73","21,796.11","22,458.01","65,412","87,136.60","81,984.36"
2018/12/14,"21,638.96","21,751.31","21,353.94","21,374.83","21,432.25","21,825.85","22,475.43","105,981","90,327.60","82,588.00"
2018/12/13,"21,755.13","21,871.34","21,675.66","21,816.19","21,493.02","21,870.33","22,494.43","81,670","85,223.60","81,725.12"
2018/12/12,"21,348.40","21,631.47","21,320.72","21,602.75","21,430.11","21,881.11","22,504.90","92,372","86,948.60","82,431.00"
2018/12/11,"21,273.04","21,279.02","21,062.31","21,148.02","21,493.43","21,902.91","22,515.68","90,248","85,734.40","81,733.20"
2018/12/10,"21,319.47","21,365.78","21,169.96","21,219.50","21,671.03","21,932.95","22,531.87","81,367","86,165.60","81,366.08"
2018/12/7,"21,643.75","21,734.94","21,506.45","21,678.68","21,942.08","21,973.92","22,545.21","80,461","84,429.40","82,314.72"
2018/12/6,"21,766.50","21,805.02","21,307.72","21,501.62","22,076.56","21,974.28","22,552.15","90,295","89,792.00","83,297.04"
2018/12/5,"21,755.17","21,979.18","21,708.82","21,919.33","22,228.76","21,991.03","22,562.40","86,301","86,010.40","84,011.96"
2018/12/4,"22,533.97","22,576.62","22,033.41","22,036.05","22,280.29","21,972.55","22,566.03","92,404","84,748.40","85,380.60"
2018/12/3,"22,629.39","22,698.79","22,550.29","22,574.76","22,263.56","21,937.10","22,568.27","72,686","81,533.00","84,605.12"
2018/11/30,"22,274.97","22,362.20","22,231.96","22,351.06","22,111.01","21,881.49","22,565.36","107,274","83,073.40","85,530.08"
2018/11/29,"22,360.98","22,437.95","22,241.17","22,262.60","21,970.11","21,838.20","22,558.78","71,387","75,190.00","85,100.20"
2018/11/28,"22,036.72","22,216.98","22,032.72","22,177.02","21,819.10","21,831.34","22,559.25","79,991","76,845.00","85,702.80"
2018/11/27,"21,967.98","22,006.83","21,816.05","21,952.40","21,700.32","21,824.69","22,564.87","76,327","77,876.40","85,809.40"
2018/11/26,"21,647.69","21,838.10","21,622.60","21,812.00","21,674.07","21,851.19","22,574.09","80,388","77,466.80","85,352.68"
2018/11/22,"21,582.47","21,684.64","21,484.98","21,646.55","21,647.74","21,879.99","22,585.44","67,857","76,829.80","84,915.96"
2018/11/21,"21,286.81","21,555.61","21,243.38","21,507.54","21,679.15","21,920.46","22,596.91","79,662","80,037.40","84,853.00"
2018/11/20,"21,582.69","21,687.12","21,526.95","21,583.12","21,746.94","21,973.80","22,610.48","85,148","79,612.60","84,638.48"
2018/11/19,"21,679.03","21,852.92","21,665.29","21,821.16","21,792.42","22,012.45","22,622.88","74,279","80,260.80","84,126.16"
2018/11/16,"21,804.90","21,873.74","21,663.99","21,680.34","21,882.16","22,030.45","22,635.22","77,203","77,619.80","84,452.12"
2018/11/15,"21,670.35","21,818.73","21,613.53","21,803.62","21,996.15","22,071.02","22,646.86","83,895","78,279.80","85,469.20"
2018/11/14,"21,851.13","21,990.41","21,764.88","21,846.48","22,132.81","22,102.51","22,656.74","77,538","78,382.60","86,870.52"
2018/11/13,"21,885.24","21,892.29","21,484.65","21,810.52","22,180.67","22,168.90","22,668.29","88,389","82,738.40","86,682.20"
2018/11/12,"22,121.70","22,324.01","22,046.29","22,269.88","22,248.12","22,235.25","22,678.65","61,074","80,046.00","86,715.00"
2018/11/9,"22,471.31","22,494.58","22,226.01","22,250.25","22,173.94","22,295.81","22,683.24","80,503","84,045.20","87,759.48"
2018/11/8,"22,446.01","22,583.43","22,421.00","22,486.92","22,172.62","22,364.82","22,686.71","84,409","88,961.20","88,225.36"
2018/11/7,"22,189.74","22,444.65","21,996.94","22,085.80","22,012.77","22,429.78","22,685.51","99,317","93,083.20","87,787.76"
2018/11/6,"22,018.87","22,160.83","21,994.28","22,147.75","21,979.70","22,517.17","22,693.67","74,927","94,853.40","87,135.64"
2018/11/5,"22,002.47","22,051.65","21,865.98","21,898.99","21,841.61","22,601.09","22,701.89","81,070","103,971.40","86,816.96"
2018/11/2,"21,761.58","22,308.42","21,751.33","22,243.66","21,691.77","22,689.94","22,713.83","105,083","102,360.80","87,314.16"
2018/11/1,"21,906.41","21,906.41","21,628.45","21,687.65","21,479.96","22,752.06","22,719.88","105,019","100,506.20","86,253.72"
2018/10/31,"21,569.56","21,920.46","21,530.39","21,920.46","21,396.17","22,845.91","22,732.01","108,168","98,807.80","85,523.52"
2018/10/30,"21,049.52","21,568.40","21,035.88","21,457.29","21,430.32","22,926.70","22,735.58","120,517","94,464.60","85,351.24"
2018/10/29,"21,323.61","21,465.99","21,109.97","21,149.80","21,541.01","23,023.20","22,741.91","73,017","86,892.40","85,503.56"
2018/10/26,"21,440.84","21,476.66","20,971.93","21,184.60","21,834.02","23,124.21","22,755.87","95,810","85,270.80","86,770.84"
2018/10/25,"21,676.83","21,703.21","21,204.40","21,268.73","22,103.51","23,223.73","22,767.44","96,527","80,002.80","86,796.92"
2018/10/24,"22,167.76","22,207.09","21,911.42","22,091.18","22,381.40","23,309.80","22,774.36","86,452","73,954.00","86,670.80"
2018/10/23,"22,404.14","22,410.15","21,993.07","22,010.78","22,531.39","23,349.94","22,767.11","82,656","71,523.40","87,449.80"
2018/10/22,"22,374.21","22,672.25","22,271.59","22,614.82","22,639.08","23,382.36","22,763.19","64,909","69,460.20","87,235.88"
2018/10/19,"22,342.00","22,551.67","22,212.57","22,532.08","22,570.38","23,381.95","22,752.13","69,470","72,964.00","87,930.24"
2018/10/18,"22,871.28","22,873.13","22,637.29","22,658.16","22,602.89","23,387.25","22,742.53","66,283","79,596.00","88,305.52"
2018/10/17,"22,806.59","22,959.41","22,765.58","22,841.12","22,589.43","23,375.85","22,737.82","74,299","90,125.00","87,950.88"
2018/10/16,"22,298.20","22,549.24","22,269.53","22,549.24","22,722.42","23,354.49","22,730.21","72,340","89,831.20","87,859.08"
2018/10/15,"22,501.33","22,520.59","22,261.92","22,271.30","22,906.45","23,352.04","22,726.51","82,428","93,205.00","87,528.60"
2018/10/12,"22,323.43","22,711.13","22,323.43","22,694.66","23,208.93","23,364.42","22,727.45","102,630","94,156.60","86,926.36"
2018/10/11,"23,043.37","23,051.19","22,459.02","22,590.86","23,465.12","23,364.51","22,722.70","118,928","92,060.60","84,976.00"
2018/10/10,"23,538.92","23,589.38","23,373.54","23,506.04","23,769.14","23,369.17","22,721.71","72,830","82,968.80","82,273.52"
2018/10/9,"23,550.47","23,587.05","23,442.46","23,469.39","23,922.06","23,343.53","22,710.87","89,209","85,005.60","82,166.96"
2018/10/5,"23,781.76","23,928.62","23,730.19","23,783.72","24,077.33","23,319.54","22,698.68","87,186","80,555.80","81,646.48"
2018/10/4,"24,242.06","24,247.82","23,923.26","23,975.62","24,144.60","23,282.12","22,678.61","92,150","81,818.60","80,583.00"
2018/10/3,"24,219.19","24,260.63","24,030.59","24,110.96","24,108.82","23,235.63","22,661.34","73,469","79,103.00","79,400.40"
2018/10/2,"24,376.17","24,448.07","24,217.26","24,270.62","24,093.39","23,183.18","22,644.55","83,014","81,762.00","78,532.20"
2018/10/1,"24,173.37","24,306.54","24,123.50","24,245.76","24,027.31","23,116.43","22,624.13","66,960","85,931.40","77,290.60"
2018/9/28,"24,080.01","24,286.10","24,021.27","24,120.04","23,952.15","23,043.03","22,607.07","93,500","97,404.40","76,679.84"
2018/9/27,"23,946.43","24,089.32","23,778.04","23,796.74","23,863.13","22,972.73","22,590.51","78,572","99,644.20","75,295.76"
2018/9/26,"23,846.60","24,033.79","23,833.92","24,033.79","23,838.28","22,909.65","22,577.28","86,764","103,222.20","74,401.76"
2018/9/25,"23,881.85","23,950.98","23,808.95","23,940.26","23,715.63","22,836.26","22,559.42","103,861","104,544.20","72,857.68"
2018/9/21,"23,848.63","23,971.41","23,764.05","23,869.93","23,546.51","22,769.46","22,544.52","124,325","104,957.40","71,013.40"
2018/9/20,"23,752.79","23,781.75","23,582.15","23,674.93","23,336.79","22,702.35","22,527.94","104,699","95,554.00","69,250.88"
2018/9/19,"23,754.96","23,842.05","23,672.52","23,672.52","23,122.73","22,643.52","22,512.80","96,462","91,067.80","67,588.00"
2018/9/18,"23,042.19","23,481.53","23,039.26","23,420.54","22,921.16","22,590.86","22,496.84","93,374","87,545.80","66,188.88"
2018/9/14,"23,035.78","23,105.28","22,965.48","23,094.67","22,711.67","22,528.33","22,480.19","105,927","80,354.40","65,661.20"
2018/9/13,"22,657.95","22,858.41","22,643.88","22,821.32","22,554.15","22,496.47","22,468.28","77,308","73,569.80","64,472.96"
2018/9/12,"22,702.71","22,709.37","22,522.17","22,604.61","22,487.47","22,487.55","22,457.58","82,268","70,923.80","63,929.44"
2018/9/11,"22,469.78","22,667.85","22,457.10","22,664.69","22,482.72","22,489.14","22,454.30","78,852","67,944.60","63,638.28"
2018/9/10,"22,253.65","22,396.88","22,249.61","22,373.09","22,489.16","22,489.06","22,451.85","57,417","62,948.40","63,344.84"
2018/9/7,"22,351.84","22,372.89","22,172.90","22,307.06","22,556.02","22,494.43","22,452.88","72,004","61,738.20","63,810.32"
2018/9/6,"22,458.97","22,535.34","22,416.63","22,487.94","22,667.64","22,503.16","22,454.62","64,078","61,370.60","63,885.80"
