日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,出来高,5日平均,25日平均
2022/5/27,"26,947.80","26,996.70","26,731.60","26,781.68","26,762.79","26,686.36","26,800.98","69,312","67,726.40","76,355.04"
2022/5/26,"26,685.02","26,898.75","26,597.97","26,604.84","26,754.26","26,687.08","26,811.01","64,512","69,132.00","75,516.52"
2022/5/25,"26,711.53","26,795.89","26,578.03","26,677.80","26,713.86","26,706.61","26,817.32","72,340","71,130.40","74,997.88"
2022/5/24,"27,005.43","27,005.43","26,736.01","26,748.14","26,760.54","26,726.38","26,821.65","67,441","71,596.60","74,577.92"
2022/5/23,"26,991.42","27,047.47","26,832.65","27,001.52","26,742.86","26,730.20","26,821.24","65,027","73,894.00","74,745.44"
2022/5/20,"26,448.23","26,769.20","26,426.99","26,739.03","26,651.97","26,703.53","26,810.15","76,340","78,286.00","75,157.04"
2022/5/19,"26,435.32","26,458.85","26,150.09","26,402.84","26,589.69","26,706.83","26,813.78","74,504","83,779.60","75,041.48"
2022/5/18,"26,826.82","27,053.18","26,741.34","26,911.20","26,458.87","26,730.15","26,823.50","74,671","87,112.40","75,183.88"
2022/5/17,"26,555.23","26,709.26","26,440.62","26,659.75","26,319.36","26,729.25","26,832.53","78,928","89,351.00","75,042.20"
2022/5/16,"26,753.37","26,836.96","26,438.61","26,547.05","26,220.83","26,756.87","26,844.03","86,987","89,717.80","74,631.16"
2022/5/13,"25,918.80","26,479.93","25,904.40","26,427.65","26,175.29","26,806.51","26,860.37","103,808","88,226.60","73,723.64"
2022/5/12,"25,945.04","26,028.36","25,688.11","25,748.72","26,290.47","26,858.86","26,874.23","91,168","87,164.60","71,585.12"
2022/5/11,"26,045.38","26,290.62","26,003.26","26,213.64","26,504.43","26,935.55","26,907.68","85,864","83,836.00","70,608.52"
2022/5/10,"26,149.06","26,246.63","25,773.83","26,167.10","26,631.28","26,999.86","26,935.94","80,762","84,003.80","70,319.64"
2022/5/9,"26,705.32","26,732.61","26,309.22","26,319.34","26,675.19","27,074.27","26,962.04","79,531","87,311.40","70,427.08"
2022/5/6,"26,784.29","27,072.59","26,543.29","27,003.56","26,751.34","27,151.59","26,990.97","98,498","84,270.60","70,353.84"
2022/5/2,"26,851.10","26,964.59","26,610.86","26,818.53","26,668.79","27,189.20","27,014.47","74,525","77,107.20","69,025.88"
2022/4/28,"26,430.28","26,876.95","26,348.36","26,847.90","26,726.13","27,242.46","27,033.18","86,703","73,895.20","68,740.96"
2022/4/27,"26,313.14","26,406.62","26,051.04","26,386.63","26,867.16","27,292.95","27,054.93","97,300","69,022.60","68,137.00"
2022/4/26,"26,743.21","26,808.99","26,592.99","26,700.11","27,033.41","27,359.10","27,082.94","64,327","64,029.80","67,773.00"
2022/4/25,"26,692.48","26,764.48","26,487.84","26,590.78","27,090.40","27,380.06","27,118.04","62,681","63,265.60","69,119.32"
2022/4/22,"27,197.80","27,205.83","26,904.38","27,105.26","27,132.19","27,389.52","27,154.18","58,465","60,399.20","70,939.36"
2022/4/21,"27,259.14","27,580.64","27,252.83","27,553.06","27,129.78","27,371.43","27,176.67","62,340","59,015.40","72,186.40"
2022/4/20,"27,210.79","27,389.84","27,066.18","27,217.85","27,053.56","27,299.79","27,194.72","72,336","58,915.60","72,986.48"
2022/4/19,"27,096.49","27,100.59","26,777.71","26,985.09","26,978.69","27,224.93","27,219.41","60,506","58,774.20","73,021.12"
2022/4/18,"26,831.45","26,851.80","26,571.38","26,799.71","26,848.67","27,157.84","27,241.96","48,349","61,736.40","73,504.16"
2022/4/15,"26,932.48","27,203.77","26,784.92","27,093.19","26,853.03","27,092.36","27,268.40","51,546","66,756.80","75,154.00"
2022/4/14,"26,925.64","27,200.89","26,890.68","27,172.00","26,831.55","27,036.25","27,291.13","61,841","72,060.40","76,901.32"
2022/4/13,"26,436.06","26,885.87","26,429.47","26,843.49","26,774.87","26,938.07","27,309.67","71,629","73,918.00","78,088.68"
2022/4/12,"26,606.87","26,674.86","26,304.08","26,334.98","26,876.23","26,855.97","27,331.99","75,317","73,322.60","79,813.20"
2022/4/11,"26,877.60","27,004.50","26,720.46","26,821.52","27,166.83","26,811.43","27,353.36","73,451","71,119.00","81,015.56"
2022/4/8,"27,097.05","27,185.23","26,764.36","26,985.80","27,349.82","26,777.99","27,376.35","78,064","66,497.80","81,818.68"
2022/4/7,"27,032.42","27,042.49","26,801.79","26,888.57","27,485.86","26,761.65","27,404.09","71,129","64,235.60","81,687.68"
2022/4/6,"27,533.88","27,549.67","27,214.61","27,350.30","27,672.43","26,741.82","27,425.04","68,652","65,738.20","82,350.92"
2022/4/5,"27,965.94","27,965.94","27,662.28","27,787.98","27,807.82","26,721.60","27,439.47","64,299","68,697.40","82,565.76"
2022/4/4,"27,685.65","27,754.24","27,578.81","27,736.47","27,900.71","26,671.15","27,450.84","50,345","71,377.60","83,636.00"
2022/4/1,"27,624.11","27,738.31","27,399.48","27,665.98","27,942.19","26,620.76","27,460.19","66,753","74,368.40","84,725.36"
2022/3/31,"27,809.97","28,101.68","27,763.96","27,821.43","28,038.96","26,552.95","27,474.31","78,642","74,498.20","85,796.68"
2022/3/30,"28,250.80","28,281.45","27,736.27","28,027.25","28,096.75","26,498.08","27,488.17","83,448","73,090.60","85,343.40"
2022/3/29,"28,173.43","28,252.42","28,063.92","28,252.42","28,099.34","26,453.42","27,493.88","77,700","74,041.00","84,121.60"
2022/3/28,"28,084.08","28,084.08","27,812.67","27,943.89","27,893.67","26,408.21","27,489.55","65,299","78,098.00","83,554.92"
2022/3/25,"28,338.81","28,338.81","27,946.79","28,149.84","27,670.38","26,379.77","27,490.69","67,402","86,674.60","83,654.24"
2022/3/24,"27,693.77","28,110.39","27,624.62","28,110.39","27,370.99","26,352.19","27,485.40","71,604","91,122.40","83,523.12"
2022/3/23,"27,606.79","28,056.20","27,604.37","28,040.16","26,901.32","26,302.38","27,483.07","88,200","93,270.00","83,705.84"
2022/3/22,"27,091.32","27,284.47","27,076.33","27,224.11","26,362.58","26,263.96","27,480.16","97,985","90,270.40","83,368.80"
2022/3/18,"26,649.50","26,862.43","26,592.98","26,827.43","25,979.33","26,282.84","27,494.29","108,182","85,189.80","82,764.36"
2022/3/17,"26,170.38","26,702.94","26,152.89","26,652.89","25,646.40","26,312.93","27,519.95","89,641","81,472.40","82,176.16"
2022/3/16,"25,574.90","25,824.94","25,470.46","25,762.01","25,453.90","26,338.20","27,557.90","82,342","82,590.00","81,654.60"
2022/3/15,"25,228.53","25,441.67","25,219.13","25,346.48","25,245.00","26,397.67","27,605.11","73,202","84,426.60","81,444.76"
2022/3/14,"25,338.64","25,631.01","25,299.64","25,307.85","25,133.90","26,481.41","27,664.14","72,582","92,734.60","81,700.88"
2022/3/11,"25,495.03","25,503.65","24,966.50","25,162.78","25,116.61","26,558.75","27,723.32","89,595","99,293.40","82,040.56"
2022/3/10,"25,108.47","25,720.31","25,099.85","25,690.40","25,281.15","26,653.59","27,782.46","95,229","100,080.20","81,865.16"
2022/3/9,"24,876.49","25,084.08","24,681.74","24,717.53","25,458.52","26,709.11","27,835.77","91,525","95,992.20","81,301.24"
2022/3/8,"24,974.35","25,291.33","24,767.33","24,790.95","25,793.62","26,800.49","27,903.64","114,742","95,229.20","80,771.72"
2022/3/7,"25,634.09","25,640.41","25,006.26","25,221.41","26,204.38","26,877.54","27,970.12","105,376","87,085.40","79,221.48"
2022/3/4,"26,421.85","26,421.85","25,774.28","25,985.47","26,465.46","26,915.50","28,028.63","93,529","84,221.20","78,555.96"
2022/3/3,"26,628.87","26,704.85","26,496.72","26,577.27","26,563.66","26,956.53","28,072.53","74,789","81,031.20","77,233.52"
2022/3/2,"26,532.20","26,585.30","26,313.72","26,393.03","26,442.37","26,978.70","28,106.26","87,710","84,780.60","77,320.68"
2022/3/1,"26,836.74","27,013.26","26,821.75","26,844.72","26,453.69","27,026.51","28,144.82","74,023","80,700.60","76,253.00"
2022/2/28,"26,457.52","26,644.56","26,262.63","26,526.82","26,466.92","27,053.61","28,180.32","91,055","76,476.60","76,202.04"
2022/2/25,"26,213.20","26,481.60","26,160.19","26,476.50","26,585.97","27,103.45","28,221.45","77,579","70,972.20","75,520.64"
2022/2/24,"26,281.35","26,357.58","25,775.64","25,970.82","26,737.24","27,143.08","28,265.69","93,536","69,012.80","75,789.40"
2022/2/22,"26,515.45","26,550.14","26,243.73","26,449.61","27,035.16","27,234.54","28,313.02","67,310","63,130.40","74,900.48"
2022/2/21,"26,771.58","26,998.47","26,549.00","26,910.87","27,118.28","27,309.90","28,355.66","52,903","64,902.80","74,387.28"
2022/2/18,"26,895.16","27,216.16","26,792.54","27,122.07","27,152.02","27,358.43","28,382.08","63,533","70,277.00","75,553.84"
2022/2/17,"27,431.42","27,438.74","27,080.92","27,232.87","27,266.82","27,413.12","28,404.72","67,782","74,145.20","75,807.76"
2022/2/16,"27,269.05","27,486.09","27,227.24","27,460.40","27,336.22","27,474.43","28,429.59","64,124","79,284.20","75,998.36"
2022/2/15,"27,183.56","27,205.20","26,724.91","26,865.19","27,301.05","27,504.91","28,451.54","76,172","81,779.80","76,381.64"
2022/2/14,"27,305.92","27,325.50","26,947.65","27,079.59","27,377.78","27,569.45","28,474.67","79,774","81,964.60","76,341.60"
2022/2/10,"27,818.10","27,880.70","27,575.07","27,696.08","27,449.86","27,625.78","28,497.67","82,874","81,930.80","76,014.28"
2022/2/9,"27,488.65","27,633.10","27,405.88","27,579.87","27,358.91","27,691.22","28,511.17","93,477","81,570.80","75,844.32"
2022/2/8,"27,318.30","27,461.33","27,280.25","27,284.52","27,349.65","27,760.10","28,533.52","76,602","79,917.40","74,746.72"
2022/2/7,"27,327.63","27,369.68","27,085.32","27,248.87","27,308.45","27,820.38","28,559.26","77,096","80,823.20","73,298.16"
2022/2/4,"27,095.90","27,455.98","27,075.99","27,439.99","27,259.07","27,886.71","28,582.95","79,605","81,061.40","72,002.76"
2022/2/3,"27,330.96","27,357.33","27,165.93","27,241.31","27,114.54","27,951.87","28,604.67","81,074","80,337.60","70,700.16"
2022/2/2,"27,302.99","27,564.62","27,289.16","27,533.60","26,900.34","28,009.28","28,622.13","85,210","81,870.40","68,956.68"
2022/2/1,"27,167.14","27,410.79","27,016.71","27,078.48","26,795.88","28,059.24","28,630.22","81,131","76,922.00","66,984.60"
2022/1/31,"26,690.60","27,134.57","26,541.65","27,001.98","26,806.45","28,128.03","28,645.58","78,287","76,089.40","65,481.88"
2022/1/28,"26,429.85","26,764.85","26,289.69","26,717.34","26,923.73","28,190.44","28,665.53","75,986","72,635.60","64,136.52"
2022/1/27,"27,139.88","27,193.59","26,044.52","26,170.30","27,084.72","28,262.45","28,683.28","88,738","71,988.20","63,328.32"
2022/1/26,"27,105.98","27,184.54","26,858.68","27,011.33","27,405.24","28,333.15","28,703.39","60,468","69,044.60","62,385.84"
2022/1/25,"27,466.82","27,493.75","26,890.94","27,131.34","27,496.42","28,394.53","28,710.29","76,968","73,810.60","63,345.08"
2022/1/24,"27,258.45","27,627.60","27,203.33","27,588.37","27,721.60","28,471.93","28,719.50","61,018","72,679.60","62,677.00"
2022/1/21,"27,404.36","27,586.42","27,129.61","27,522.26","27,870.63","28,506.78","28,730.92","72,749","71,372.00","62,471.36"
2022/1/20,"27,401.43","27,882.53","27,217.59","27,772.93","27,991.04","28,543.20","28,747.57","74,020","73,235.60","61,771.36"
2022/1/19,"27,928.89","27,958.17","27,314.41","27,467.23","28,134.28","28,577.90","28,769.97","84,298","72,407.80","60,952.08"
2022/1/18,"28,451.34","28,690.34","28,129.66","28,257.25","28,393.96","28,616.72","28,797.66","71,313","70,057.60","60,114.60"
2022/1/17,"28,332.72","28,449.99","28,274.18","28,333.52","28,387.01","28,635.45","28,823.35","54,480","70,536.20","59,437.16"
2022/1/14,"28,246.99","28,252.96","27,889.21","28,124.28","28,416.02","28,656.53","28,848.77","82,067","74,674.40","60,137.48"
2022/1/13,"28,658.22","28,660.45","28,444.96","28,489.13","28,488.74","28,669.78","28,877.10","69,881","72,579.20","59,985.52"
2022/1/12,"28,449.53","28,814.31","28,427.60","28,765.66","28,657.34","28,647.31","28,892.44","72,547","74,328.00","59,657.72"
2022/1/11,"28,380.90","28,473.47","28,089.49","28,222.48","28,764.57","28,617.87","28,906.76","73,706","73,026.00","59,632.16"
2022/1/7,"28,711.53","28,813.09","28,293.70","28,478.56","28,878.41","28,599.11","28,937.12","75,171","66,362.40","59,780.68"
2022/1/6,"29,136.75","29,158.95","28,487.87","28,487.87","28,964.08","28,577.39","28,961.72","71,591","60,270.40","60,008.88"
2022/1/5,"29,288.80","29,388.16","29,204.45","29,332.16","29,080.34","28,550.74","28,988.71","78,625","55,360.20","62,771.76"
2022/1/4,"29,098.41","29,323.79","28,954.56","29,301.79","28,949.20","28,508.81","29,006.54","66,037","47,132.60","63,063.20"
2021/12/30,"28,794.24","28,904.42","28,579.49","28,791.71","28,845.36","28,486.81","29,021.82","40,388","41,106.80","63,336.68"
2021/12/29,"28,995.73","29,106.28","28,729.61","28,906.88","28,846.69","28,515.11","29,043.02","44,711","41,741.80","63,749.64"
2021/12/28,"28,953.32","29,121.01","28,879.68","29,069.16","28,777.75","28,530.94","29,057.70","47,040","41,730.20","64,742.40"
2021/12/27,"28,786.33","28,805.28","28,658.82","28,676.46","28,667.44","28,559.14","29,072.53","37,487","43,478.40","65,211.60"
2021/12/24,"28,836.05","28,870.13","28,773.50","28,782.59","28,519.71","28,601.92","29,089.06","35,908","49,016.20","66,335.04"
2021/12/23,"28,703.01","28,798.37","28,640.15","28,798.37","28,472.33","28,634.56","29,100.76","43,563","58,724.40","67,515.08"
2021/12/22,"28,614.06","28,673.77","28,473.85","28,562.21","28,525.92","28,670.16","29,105.16","44,653","62,065.00","68,328.72"
2021/12/21,"28,309.60","28,533.74","28,226.43","28,517.59","28,505.42","28,719.99","29,104.91","55,781","64,309.80","69,021.96"
2021/12/20,"28,325.46","28,441.51","27,893.18","27,937.81","28,488.43","28,770.36","29,104.02","65,176","64,203.40","69,207.72"
2021/12/17,"28,854.60","28,904.94","28,503.08","28,545.68","28,628.97","28,837.25","29,106.04","84,449","61,875.80","69,336.84"
2021/12/16,"28,868.37","29,070.08","28,782.19","29,066.32","28,607.38","28,866.54","29,095.96","60,266","57,658.20","68,381.56"
2021/12/15,"28,358.47","28,525.83","28,358.47","28,459.72","28,539.21","28,868.15","29,076.95","55,877","56,480.40","68,526.52"
2021/12/14,"28,554.86","28,672.96","28,309.67","28,432.64","28,619.39","28,901.18","29,067.39","55,249","59,702.60","68,893.20"
2021/12/13,"28,705.26","28,793.32","28,593.45","28,640.49","28,623.99","28,944.16","29,057.95","53,538","64,306.40","69,417.08"
2021/12/10,"28,542.50","28,699.01","28,392.87","28,437.77","28,481.36","28,983.00","29,045.84","63,361","65,936.00","70,215.84"
2021/12/9,"28,827.32","28,908.29","28,725.47","28,725.47","28,399.72","29,037.27","29,033.26","54,377","67,645.40","71,297.36"
2021/12/8,"28,792.89","28,897.44","28,621.47","28,860.62","28,205.30","29,069.08","29,010.43","71,988","72,253.80","71,966.92"
2021/12/7,"28,138.82","28,618.46","27,961.66","28,455.60","28,020.30","29,100.54","28,989.37","78,268","74,031.40","72,156.60"
2021/12/6,"28,069.96","28,081.04","27,693.91","27,927.37","27,893.53","29,118.03","28,977.77","61,686","86,510.40","73,205.00"
2021/12/3,"27,841.05","28,029.57","27,588.61","28,029.57","27,964.84","29,153.74","28,971.07","71,908","91,355.40","76,449.88"
2021/12/2,"27,716.20","27,938.55","27,644.96","27,753.37","28,109.25","29,196.48","28,964.32","77,419","91,548.60","76,397.52"
2021/12/1,"27,866.73","28,106.30","27,594.01","27,935.62","28,458.44","29,250.59","28,967.30","80,876","86,207.20","76,211.80"
2021/11/30,"28,611.73","28,718.70","27,819.14","27,821.76","28,731.84","29,277.18","28,968.36","140,663","83,938.00","75,483.44"
2021/11/29,"28,337.96","28,776.34","28,187.12","28,283.92","29,122.31","29,316.50","28,971.68","85,911","67,559.40","72,265.12"
2021/11/26,"29,324.47","29,332.99","28,605.61","28,751.62","29,414.70","29,333.49","28,966.40","72,874","63,491.80","71,194.48"
2021/11/25,"29,469.65","29,570.42","29,444.45","29,499.28","29,584.11","29,353.65","28,953.98","50,712","61,998.80","70,923.84"
2021/11/24,"29,663.45","29,758.05","29,212.93","29,302.66","29,621.92","29,342.30","28,930.36","69,530","64,637.20","71,201.12"
2021/11/22,"29,618.55","29,806.49","29,542.29","29,774.11","29,723.01","29,331.21","28,907.45","58,770","63,128.00","70,922.48"
2021/11/19,"29,641.05","29,768.54","29,589.19","29,745.87","29,723.55","29,302.99","28,879.02","65,573","63,459.00","71,225.56"
2021/11/18,"29,597.93","29,715.95","29,402.57","29,598.66","29,696.37","29,255.19","28,852.82","65,409","64,025.20","71,192.76"
2021/11/17,"29,906.68","29,909.97","29,623.79","29,688.33","29,632.21","29,196.86","28,821.95","63,904","63,056.80","71,133.72"
2021/11/16,"29,749.71","29,960.93","29,681.25","29,808.12","29,515.90","29,138.55","28,796.54","61,984","63,054.00","71,230.32"
2021/11/15,"29,807.37","29,861.88","29,718.21","29,776.80","29,411.37","29,086.15","28,766.85","60,425","63,666.00","71,642.88"
2021/11/12,"29,381.45","29,661.22","29,381.45","29,609.97","29,357.42","29,017.04","28,742.77","68,404","65,250.20","72,532.48"
2021/11/11,"29,046.19","29,336.03","29,040.08","29,277.86","29,357.74","28,939.77","28,719.08","60,567","66,270.80","72,978.36"
2021/11/10,"29,209.06","29,296.88","29,079.77","29,106.78","29,461.04","28,869.81","28,696.01","63,890","72,237.20","74,563.20"
2021/11/9,"29,557.55","29,750.46","29,240.31","29,285.46","29,543.87","28,818.42","28,673.10","65,044","73,682.40","75,535.36"
2021/11/8,"29,735.45","29,735.45","29,507.05","29,507.05","29,616.19","28,784.80","28,651.33","68,346","76,019.60","75,989.60"
2021/11/5,"29,840.73","29,840.73","29,504.07","29,611.57","29,493.32","28,755.36","28,631.27","73,507","83,246.00","76,542.20"
2021/11/4,"29,859.74","29,880.81","29,718.78","29,794.37","29,335.02","28,749.00","28,613.51","90,399","97,106.20","77,563.00"
2021/11/2,"29,462.40","29,599.57","29,457.18","29,520.90","29,195.80","28,739.00","28,597.70","71,116","93,146.20","77,733.12"
2021/11/1,"29,330.68","29,666.83","29,267.63","29,647.08","29,112.82","28,765.52","28,586.99","76,730","93,478.20","78,480.68"
2021/10/29,"28,819.16","29,000.65","28,475.06","28,892.69","28,903.48","28,789.24","28,572.62","104,478","90,665.60","78,396.88"
2021/10/28,"28,871.61","28,895.11","28,693.06","28,820.09","28,885.92","28,843.48","28,559.92","142,808","81,811.00","77,601.12"
2021/10/27,"29,056.01","29,139.22","28,870.25","29,098.24","28,863.61","28,876.26","28,550.56","70,599","65,078.40","74,648.44"
2021/10/26,"28,927.61","29,160.76","28,893.95","29,106.01","28,895.08","28,905.92","28,540.81","72,776","64,180.20","74,876.92"
2021/10/25,"28,527.13","28,668.70","28,472.55","28,600.41","28,916.98","28,961.68","28,534.64","62,667","61,153.80","75,880.28"
2021/10/22,"28,578.53","28,989.50","28,546.57","28,804.85","29,001.99","29,030.59","28,534.61","60,205","61,133.20","76,168.12"
2021/10/21,"29,152.74","29,220.82","28,688.78","28,708.58","29,054.74","29,098.87","28,534.32","59,145","62,361.60","76,502.12"
2021/10/20,"29,385.95","29,489.11","29,222.32","29,255.55","29,023.21","29,177.33","28,534.30","66,108","63,483.20","77,300.12"
2021/10/19,"29,117.28","29,272.49","29,075.37","29,215.52","28,800.16","29,225.00","28,528.12","57,644","63,048.20","77,240.96"
2021/10/18,"29,093.82","29,144.33","28,924.40","29,025.46","28,603.18","29,271.66","28,522.74","62,564","64,783.20","78,488.12"
2021/10/15,"28,787.26","29,082.35","28,726.22","29,068.63","28,497.73","29,310.96","28,523.04","66,347","66,730.00","79,137.72"
2021/10/14,"28,264.41","28,576.68","28,234.01","28,550.93","28,293.79","29,355.47","28,523.01","64,753","69,993.60","79,785.08"
2021/10/13,"28,085.44","28,364.99","27,993.46","28,140.28","28,119.24","29,410.08","28,527.34","63,933","72,953.20","80,201.12"
2021/10/12,"28,458.88","28,468.88","28,166.38","28,230.61","27,996.96","29,470.86","28,537.13","66,319","80,204.20","80,374.92"
2021/10/11,"27,977.57","28,581.36","27,893.32","28,498.20","27,915.26","29,506.76","28,545.84","72,298","84,579.20","80,717.16"
2021/10/8,"28,031.37","28,321.35","28,018.89","28,048.94","27,904.60","29,508.57","28,539.35","82,665","85,399.60","80,230.92"
2021/10/7,"27,665.97","28,015.11","27,607.97","27,678.21","28,049.03","29,524.66","28,551.55","79,551","85,298.80","79,516.44"
2021/10/6,"28,033.91","28,209.82","27,293.62","27,528.87","28,403.92","29,541.11","28,569.42","100,188","89,194.00","79,368.52"
2021/10/5,"28,050.39","28,058.67","27,460.29","27,822.12","28,807.00","29,551.53","28,592.91","88,194","88,086.80","77,706.20"
2021/10/4,"29,044.47","29,046.06","28,343.58","28,444.89","29,279.37","29,544.29","28,614.50","76,400","88,409.00","76,146.88"
2021/10/1,"29,235.11","29,393.67","28,680.73","28,771.07","29,638.40","29,516.18","28,624.06","82,161","88,056.00","75,030.48"
2021/9/30,"29,569.19","29,622.27","29,311.34","29,452.66","29,933.95","29,474.33","28,626.43","99,027","88,540.60","73,802.56"
2021/9/29,"29,611.92","29,679.26","29,329.16","29,544.29","29,971.30","29,405.51","28,619.84","94,652","82,533.40","72,124.36"
2021/9/28,"30,142.38","30,207.63","30,001.99","30,183.96","30,030.38","29,323.51","28,610.73","89,805","78,865.20","70,609.56"
2021/9/27,"30,277.82","30,414.61","30,197.40","30,240.06","30,093.60","29,196.68","28,594.46","74,635","80,476.20","70,049.48"
2021/9/24,"30,141.61","30,276.38","30,110.30","30,248.81","30,110.26","29,078.32","28,578.18","84,584","79,521.80","69,669.20"
2021/9/22,"29,744.73","29,868.10","29,573.88","29,639.40","30,162.84","28,971.81","28,560.75","68,991","76,316.00","68,287.84"
2021/9/21,"30,021.25","30,051.00","29,832.52","29,839.71","30,368.98","28,883.21","28,553.00","76,311","78,336.80","67,510.96"
2021/9/17,"30,387.54","30,541.99","30,358.93","30,500.05","30,490.51","28,790.55","28,541.08","97,860","76,000.40","66,746.00"
2021/9/16,"30,606.15","30,622.39","30,202.51","30,323.34","30,466.87","28,689.63","28,518.61","69,863","74,193.00","65,064.32"
2021/9/15,"30,464.17","30,573.41","30,347.30","30,511.71","30,403.84","28,597.30","28,499.10","68,555","75,981.20","64,587.24"
2021/9/14,"30,584.77","30,795.78","30,504.81","30,670.10","30,337.74","28,499.65","28,480.93","79,095","78,776.40","64,530.88"
2021/9/13,"30,372.02","30,447.37","30,229.01","30,447.37","30,186.95","28,388.38","28,452.65","64,629","77,988.20","63,824.28"
2021/9/10,"30,089.45","30,381.84","30,064.02","30,381.84","30,029.45","28,283.28","28,428.58","88,823","78,718.00","63,494.04"
2021/9/9,"29,959.21","30,097.56","29,909.92","30,008.19","29,778.70","28,177.13","28,404.21","78,804","75,928.40","62,177.92"
2021/9/8,"29,819.55","30,241.87","29,787.13","30,181.21","29,485.77","28,080.17","28,382.30","82,531","72,196.00","61,725.96"
2021/9/7,"29,883.92","30,048.23","29,838.43","29,916.14","29,139.73","27,978.59","28,357.45","75,154","68,650.40","60,742.48"
2021/9/6,"29,501.22","29,705.04","29,469.35","29,659.89","28,774.41","27,893.19","28,333.21","68,278","68,790.20","60,139.84"
2021/9/3,"28,626.48","29,149.65","28,607.87","29,128.11","28,400.29","27,798.14","28,311.67","74,875","66,860.60","60,234.40"
2021/9/2,"28,522.46","28,626.20","28,412.91","28,543.51","28,102.90","27,744.31","28,302.06","60,142","61,727.80","59,950.72"
2021/9/1,"28,179.04","28,457.67","28,179.04","28,451.02","27,942.65","27,705.84","28,292.47","64,803","59,397.40","59,828.48"
2021/8/31,"27,690.77","28,158.95","27,602.21","28,089.54","27,797.41","27,686.60","28,287.59","75,853","56,729.40","59,304.32"
2021/8/30,"27,867.60","27,921.55","27,656.63","27,789.29","27,725.92","27,676.35","28,279.03","58,630","52,973.20","58,451.88"
2021/8/27,"27,581.24","27,670.66","27,481.23","27,641.14","27,666.91","27,666.70","28,283.81","49,211","52,603.60","58,163.12"
2021/8/26,"27,793.63","27,828.28","27,684.50","27,742.29","27,541.33","27,656.58","28,296.71","48,490","57,922.00","58,715.04"
2021/8/25,"27,768.13","27,897.72","27,684.05","27,724.80","27,449.11","27,653.00","28,320.39","51,463","61,249.60","58,770.60"
2021/8/24,"27,653.23","27,817.89","27,653.23","27,732.10","27,421.33","27,664.13","28,342.16","57,072","60,967.00","58,727.40"
2021/8/23,"27,193.10","27,541.63","27,193.10","27,494.24","27,359.80","27,686.01","28,363.49","56,782","59,466.40","58,572.64"
2021/8/20,"27,238.45","27,316.79","26,954.81","27,013.25","27,365.59","27,730.58","28,381.07","75,803","59,547.40","58,494.44"
2021/8/19,"27,398.58","27,504.80","27,255.58","27,281.17","27,558.37","27,798.78","28,408.28","65,128","55,550.40","57,454.04"
2021/8/18,"27,418.08","27,671.57","27,347.77","27,585.91","27,705.14","27,850.29","28,431.08","50,050","54,112.00","57,070.60"
2021/8/17,"27,666.94","27,750.39","27,424.47","27,424.47","27,802.06","27,864.48","28,451.62","49,569","57,531.20","58,361.48"
2021/8/16,"27,806.11","27,833.21","27,427.38","27,523.19","27,894.80","27,892.22","28,472.90","57,187","59,903.40","58,867.52"
2021/8/13,"28,038.96","28,070.00","27,949.33","27,977.15","27,954.17","27,925.97","28,495.10","55,818","59,740.60","58,993.48"
2021/8/12,"28,177.20","28,279.80","28,006.31","28,015.02","27,904.36","27,952.61","28,502.19","57,936","59,761.00","58,430.44"
2021/8/11,"28,045.84","28,146.68","27,974.99","28,070.51","27,818.18","27,975.94","28,516.66","67,146","61,674.80","57,651.44"
2021/8/10,"27,887.03","28,128.61","27,808.54","27,888.15","27,732.44","28,004.45","28,538.19","61,430","59,834.40","56,864.44"
2021/8/6,"27,709.22","27,888.87","27,709.22","27,820.04","27,711.01","28,037.20","28,562.13","56,373","59,566.00","56,242.76"
2021/8/5,"27,526.67","27,741.55","27,526.67","27,728.12","27,603.72","28,076.06","28,586.43","55,920","62,419.80","56,146.56"
2021/8/4,"27,612.90","27,636.34","27,488.74","27,584.08","27,614.58","28,119.44","28,611.67","67,505","64,792.40","56,298.84"
2021/8/3,"27,580.03","27,724.45","27,492.40","27,641.83","27,614.10","28,178.00","28,640.57","57,944","62,708.60","55,505.88"
2021/8/2,"27,493.32","27,834.60","27,493.32","27,781.02","27,679.78","28,234.97","28,665.86","60,088","61,459.60","55,250.56"
2021/7/30,"27,677.89","27,699.35","27,272.49","27,283.59","27,690.23","28,278.74","28,692.36","70,642","60,350.40","54,631.80"
2021/7/29,"27,722.61","27,798.05","27,663.41","27,782.42","27,743.11","28,342.39","28,724.69","67,783","56,504.20","53,848.28"
2021/7/28,"27,674.99","27,809.86","27,466.99","27,581.66","27,664.26","28,386.46","28,750.67","57,086","55,549.40","53,847.88"
2021/7/27,"27,911.93","28,036.23","27,862.69","27,970.22","27,678.48","28,403.63","28,778.87","51,699","54,108.00","54,597.20"
2021/7/26,"27,990.47","28,036.47","27,786.44","27,833.29","27,685.05","28,443.39","28,807.13","54,542","53,844.80","56,137.88"
2021/7/21,"27,747.06","27,882.43","27,438.07","27,548.00","27,774.21","28,490.79","28,834.07","51,411","53,577.00","56,231.00"
2021/7/20,"27,351.80","27,564.52","27,330.15","27,388.16","27,986.31","28,560.51","28,858.61","63,009","54,260.20","56,270.92"
2021/7/19,"27,663.40","27,792.52","27,493.63","27,652.74","28,252.32","28,642.64","28,882.49","49,879","51,617.00","55,872.16"
