timestamp,open,high,low,close,volume
2022-06-06 00:00:00,960.0,963.0,956.0,963.0,0.0
2022-06-06 00:05:00,963.0,967.0,963.0,967.0,5300.0
2022-06-06 00:10:00,966.0,966.0,964.0,966.0,1100.0
2022-06-06 00:15:00,967.0,968.0,965.0,968.0,3300.0
2022-06-06 00:20:00,968.0,969.0,964.0,966.0,7800.0
2022-06-06 00:25:00,967.0,968.0,967.0,968.0,1300.0
2022-06-06 00:30:00,969.0,972.0,969.0,972.0,6400.0
2022-06-06 00:35:00,973.0,973.0,971.0,973.0,1400.0
2022-06-06 00:40:00,972.0,972.0,970.0,970.0,1600.0
2022-06-06 00:45:00,970.0,970.0,969.0,969.0,800.0
2022-06-06 00:50:00,969.0,969.0,967.0,967.0,300.0
2022-06-06 00:55:00,967.0,967.0,967.0,967.0,100.0
2022-06-06 01:00:00,967.0,967.0,966.0,966.0,200.0
2022-06-06 01:05:00,968.0,968.0,968.0,968.0,600.0
2022-06-06 01:10:00,969.0,969.0,969.0,969.0,300.0
2022-06-06 01:15:00,970.0,970.0,970.0,970.0,700.0
2022-06-06 01:20:00,970.0,972.0,970.0,972.0,2100.0
2022-06-06 01:25:00,972.0,972.0,972.0,972.0,300.0
2022-06-06 01:30:00,972.0,972.0,972.0,972.0,300.0
2022-06-06 01:35:00,972.0,972.0,972.0,972.0,100.0
2022-06-06 01:40:00,971.0,971.0,971.0,971.0,500.0
2022-06-06 01:45:00,970.0,971.0,969.0,971.0,1200.0
2022-06-06 01:50:00,,,,,
2022-06-06 01:55:00,970.0,970.0,970.0,970.0,200.0
2022-06-06 02:00:00,,,,,
2022-06-06 02:05:00,971.0,971.0,971.0,971.0,700.0
2022-06-06 02:10:00,971.0,971.0,970.0,970.0,500.0
2022-06-06 02:15:00,,,,,
2022-06-06 02:20:00,970.0,970.0,970.0,970.0,500.0
2022-06-06 02:25:00,972.0,972.0,972.0,972.0,500.0
2022-06-06 02:30:00,972.0,972.0,972.0,972.0,100.0
2022-06-06 02:35:00,972.0,972.0,972.0,972.0,0.0
2022-06-06 02:40:00,,,,,
2022-06-06 02:45:00,,,,,
2022-06-06 02:50:00,,,,,
2022-06-06 02:55:00,,,,,
2022-06-06 03:00:00,,,,,
2022-06-06 03:05:00,,,,,
2022-06-06 03:10:00,,,,,
2022-06-06 03:15:00,,,,,
2022-06-06 03:20:00,,,,,
2022-06-06 03:25:00,,,,,
2022-06-06 03:30:00,973.0,975.0,973.0,975.0,47100.0
2022-06-06 03:35:00,974.0,974.0,973.0,974.0,700.0
2022-06-06 03:40:00,974.0,974.0,974.0,974.0,900.0
2022-06-06 03:45:00,975.0,975.0,975.0,975.0,100.0
2022-06-06 03:50:00,974.0,974.0,974.0,974.0,1000.0
2022-06-06 03:55:00,974.0,974.0,974.0,974.0,600.0
2022-06-06 04:00:00,973.0,973.0,973.0,973.0,500.0
2022-06-06 04:05:00,973.0,973.0,972.0,972.0,400.0
2022-06-06 04:10:00,973.0,973.0,971.0,971.0,1400.0
2022-06-06 04:15:00,973.0,973.0,973.0,973.0,100.0
2022-06-06 04:20:00,,,,,
2022-06-06 04:25:00,973.0,973.0,973.0,973.0,400.0
2022-06-06 04:30:00,974.0,974.0,973.0,973.0,200.0
2022-06-06 04:35:00,973.0,973.0,973.0,973.0,100.0
2022-06-06 04:40:00,,,,,
2022-06-06 04:45:00,973.0,973.0,973.0,973.0,600.0
2022-06-06 04:50:00,973.0,973.0,973.0,973.0,200.0
2022-06-06 04:55:00,973.0,973.0,972.0,972.0,300.0
2022-06-06 05:00:00,,,,,
2022-06-06 05:05:00,972.0,972.0,972.0,972.0,100.0
2022-06-06 05:10:00,972.0,973.0,972.0,973.0,800.0
2022-06-06 05:15:00,973.0,973.0,973.0,973.0,400.0
2022-06-06 05:20:00,973.0,973.0,973.0,973.0,200.0
2022-06-06 05:25:00,,,,,
2022-06-06 05:30:00,974.0,974.0,974.0,974.0,300.0
2022-06-06 05:35:00,974.0,974.0,974.0,974.0,500.0
2022-06-06 05:40:00,973.0,974.0,973.0,973.0,1100.0
2022-06-06 05:45:00,,,,,
2022-06-06 05:50:00,973.0,973.0,972.0,973.0,2500.0
2022-06-06 05:55:00,974.0,974.0,972.0,973.0,1900.0
2022-06-07 00:00:00,976.0,976.0,969.0,971.0,6500.0
2022-06-07 00:05:00,971.0,972.0,970.0,971.0,1800.0
2022-06-07 00:10:00,969.0,969.0,967.0,967.0,2400.0
2022-06-07 00:15:00,967.0,967.0,964.0,964.0,1300.0
2022-06-07 00:20:00,965.0,965.0,963.0,963.0,700.0
2022-06-07 00:25:00,963.0,963.0,963.0,963.0,100.0
2022-06-07 00:30:00,964.0,964.0,964.0,964.0,300.0
2022-06-07 00:35:00,964.0,964.0,963.0,964.0,600.0
2022-06-07 00:40:00,964.0,964.0,964.0,964.0,200.0
2022-06-07 00:45:00,,,,,
2022-06-07 00:50:00,964.0,964.0,964.0,964.0,100.0
2022-06-07 00:55:00,964.0,964.0,964.0,964.0,600.0
2022-06-07 01:00:00,965.0,966.0,965.0,966.0,300.0
2022-06-07 01:05:00,966.0,966.0,966.0,966.0,600.0
2022-06-07 01:10:00,965.0,965.0,965.0,965.0,500.0
2022-06-07 01:15:00,,,,,
2022-06-07 01:20:00,965.0,965.0,964.0,964.0,1700.0
2022-06-07 01:25:00,963.0,963.0,962.0,962.0,900.0
2022-06-07 01:30:00,962.0,962.0,960.0,962.0,500.0
2022-06-07 01:35:00,963.0,963.0,963.0,963.0,200.0
2022-06-07 01:40:00,964.0,964.0,962.0,962.0,600.0
2022-06-07 01:45:00,963.0,963.0,963.0,963.0,100.0
2022-06-07 01:50:00,963.0,963.0,963.0,963.0,400.0
2022-06-07 01:55:00,963.0,963.0,963.0,963.0,100.0
2022-06-07 02:00:00,963.0,963.0,963.0,963.0,500.0
2022-06-07 02:05:00,963.0,963.0,963.0,963.0,300.0
2022-06-07 02:10:00,963.0,963.0,963.0,963.0,100.0
2022-06-07 02:15:00,963.0,963.0,962.0,962.0,700.0
2022-06-07 02:20:00,,,,,
2022-06-07 02:25:00,962.0,962.0,962.0,962.0,400.0
2022-06-07 02:30:00,,,,,
2022-06-07 02:35:00,962.0,962.0,962.0,962.0,0.0
2022-06-07 02:40:00,,,,,
2022-06-07 02:45:00,,,,,
2022-06-07 02:50:00,,,,,
2022-06-07 02:55:00,,,,,
2022-06-07 03:00:00,,,,,
2022-06-07 03:05:00,,,,,
2022-06-07 03:10:00,,,,,
2022-06-07 03:15:00,,,,,
2022-06-07 03:20:00,,,,,
2022-06-07 03:25:00,,,,,
2022-06-07 03:30:00,964.0,964.0,961.0,961.0,24200.0
2022-06-07 03:35:00,961.0,961.0,961.0,961.0,400.0
2022-06-07 03:40:00,961.0,961.0,961.0,961.0,200.0
2022-06-07 03:45:00,961.0,961.0,960.0,960.0,1400.0
2022-06-07 03:50:00,960.0,960.0,960.0,960.0,400.0
2022-06-07 03:55:00,960.0,960.0,959.0,959.0,400.0
2022-06-07 04:00:00,,,,,
2022-06-07 04:05:00,960.0,960.0,960.0,960.0,600.0
2022-06-07 04:10:00,959.0,959.0,958.0,958.0,1100.0
2022-06-07 04:15:00,959.0,959.0,958.0,959.0,400.0
2022-06-07 04:20:00,,,,,
2022-06-07 04:25:00,959.0,960.0,959.0,959.0,600.0
2022-06-07 04:30:00,959.0,959.0,958.0,958.0,200.0
2022-06-07 04:35:00,958.0,958.0,958.0,958.0,100.0
2022-06-07 04:40:00,958.0,958.0,958.0,958.0,100.0
2022-06-07 04:45:00,958.0,958.0,958.0,958.0,500.0
2022-06-07 04:50:00,957.0,957.0,956.0,956.0,1200.0
2022-06-07 04:55:00,955.0,956.0,954.0,956.0,2200.0
2022-06-07 05:00:00,956.0,956.0,956.0,956.0,200.0
2022-06-07 05:05:00,,,,,
2022-06-07 05:10:00,956.0,956.0,956.0,956.0,100.0
2022-06-07 05:15:00,955.0,955.0,955.0,955.0,500.0
2022-06-07 05:20:00,955.0,955.0,954.0,954.0,1600.0
2022-06-07 05:25:00,954.0,954.0,954.0,954.0,300.0
2022-06-07 05:30:00,953.0,953.0,953.0,953.0,100.0
2022-06-07 05:35:00,954.0,955.0,954.0,955.0,800.0
2022-06-07 05:40:00,954.0,954.0,954.0,954.0,300.0
2022-06-07 05:45:00,954.0,954.0,954.0,954.0,500.0
2022-06-07 05:50:00,954.0,954.0,954.0,954.0,800.0
2022-06-07 05:55:00,954.0,954.0,953.0,954.0,2200.0
2022-06-08 00:00:00,953.0,957.0,952.0,952.0,2300.0
2022-06-08 00:05:00,952.0,952.0,949.0,949.0,1400.0
2022-06-08 00:10:00,951.0,952.0,951.0,952.0,400.0
2022-06-08 00:15:00,951.0,951.0,949.0,949.0,900.0
2022-06-08 00:20:00,948.0,948.0,945.0,947.0,1100.0
2022-06-08 00:25:00,,,,,
2022-06-08 00:30:00,946.0,946.0,943.0,943.0,2500.0
2022-06-08 00:35:00,944.0,944.0,944.0,944.0,200.0
2022-06-08 00:40:00,948.0,948.0,946.0,946.0,400.0
2022-06-08 00:45:00,946.0,946.0,946.0,946.0,100.0
2022-06-08 00:50:00,,,,,
2022-06-08 00:55:00,948.0,950.0,948.0,950.0,900.0
2022-06-08 01:00:00,951.0,951.0,951.0,951.0,200.0
2022-06-08 01:05:00,,,,,
2022-06-08 01:10:00,950.0,951.0,950.0,951.0,200.0
2022-06-08 01:15:00,950.0,950.0,950.0,950.0,200.0
2022-06-08 01:20:00,951.0,951.0,951.0,951.0,500.0
2022-06-08 01:25:00,951.0,951.0,951.0,951.0,300.0
2022-06-08 01:30:00,952.0,952.0,952.0,952.0,300.0
2022-06-08 01:35:00,952.0,953.0,952.0,953.0,1000.0
2022-06-08 01:40:00,954.0,954.0,953.0,953.0,1300.0
2022-06-08 01:45:00,954.0,954.0,954.0,954.0,100.0
2022-06-08 01:50:00,,,,,
2022-06-08 01:55:00,,,,,
2022-06-08 02:00:00,954.0,960.0,954.0,960.0,8300.0
2022-06-08 02:05:00,961.0,962.0,961.0,961.0,2000.0
2022-06-08 02:10:00,961.0,961.0,961.0,961.0,700.0
2022-06-08 02:15:00,961.0,961.0,961.0,961.0,600.0
2022-06-08 02:20:00,,,,,
2022-06-08 02:25:00,962.0,962.0,962.0,962.0,200.0
2022-06-08 02:30:00,962.0,962.0,962.0,962.0,300.0
2022-06-08 02:35:00,962.0,962.0,962.0,962.0,0.0
2022-06-08 02:40:00,,,,,
2022-06-08 02:45:00,,,,,
2022-06-08 02:50:00,,,,,
2022-06-08 02:55:00,,,,,
2022-06-08 03:00:00,,,,,
2022-06-08 03:05:00,,,,,
2022-06-08 03:10:00,,,,,
2022-06-08 03:15:00,,,,,
2022-06-08 03:20:00,,,,,
2022-06-08 03:25:00,,,,,
2022-06-08 03:30:00,962.0,962.0,956.0,956.0,29100.0
2022-06-08 03:35:00,957.0,957.0,956.0,957.0,1100.0
2022-06-08 03:40:00,,,,,
2022-06-08 03:45:00,,,,,
2022-06-08 03:50:00,,,,,
2022-06-08 03:55:00,,,,,
2022-06-08 04:00:00,,,,,
2022-06-08 04:05:00,,,,,
2022-06-08 04:10:00,,,,,
2022-06-08 04:15:00,,,,,
2022-06-08 04:20:00,958.0,958.0,958.0,958.0,900.0
2022-06-08 04:25:00,959.0,961.0,959.0,961.0,1800.0
2022-06-08 04:30:00,962.0,962.0,957.0,957.0,4500.0
2022-06-08 04:35:00,956.0,956.0,955.0,956.0,800.0
2022-06-08 04:40:00,,,,,
2022-06-08 04:45:00,956.0,956.0,955.0,955.0,800.0
2022-06-08 04:50:00,,,,,
2022-06-08 04:55:00,953.0,953.0,953.0,953.0,200.0
2022-06-08 05:00:00,952.0,952.0,952.0,952.0,300.0
2022-06-08 05:05:00,953.0,953.0,953.0,953.0,600.0
2022-06-08 05:10:00,954.0,954.0,953.0,953.0,200.0
2022-06-08 05:15:00,953.0,953.0,953.0,953.0,100.0
2022-06-08 05:20:00,,,,,
2022-06-08 05:25:00,,,,,
2022-06-08 05:30:00,,,,,
2022-06-08 05:35:00,952.0,952.0,952.0,952.0,100.0
2022-06-08 05:40:00,953.0,954.0,953.0,954.0,400.0
2022-06-08 05:45:00,953.0,954.0,952.0,952.0,1400.0
2022-06-08 05:50:00,951.0,953.0,951.0,953.0,2600.0
2022-06-08 05:55:00,954.0,955.0,953.0,955.0,1000.0
2022-06-09 00:00:00,956.0,957.0,952.0,952.0,3000.0
2022-06-09 00:05:00,953.0,954.0,953.0,954.0,500.0
2022-06-09 00:10:00,953.0,953.0,953.0,953.0,200.0
2022-06-09 00:15:00,953.0,956.0,953.0,953.0,1200.0
2022-06-09 00:20:00,,,,,
2022-06-09 00:25:00,952.0,952.0,952.0,952.0,100.0
2022-06-09 00:30:00,,,,,
2022-06-09 00:35:00,952.0,952.0,950.0,950.0,800.0
2022-06-09 00:40:00,952.0,952.0,952.0,952.0,200.0
2022-06-09 00:45:00,,,,,
2022-06-09 00:50:00,,,,,
2022-06-09 00:55:00,,,,,
2022-06-09 01:00:00,951.0,951.0,951.0,951.0,400.0
2022-06-09 01:05:00,950.0,950.0,949.0,949.0,900.0
2022-06-09 01:10:00,949.0,949.0,948.0,949.0,600.0
2022-06-09 01:15:00,948.0,948.0,946.0,946.0,2100.0
2022-06-09 01:20:00,948.0,949.0,948.0,948.0,900.0
2022-06-09 01:25:00,948.0,948.0,948.0,948.0,100.0
2022-06-09 01:30:00,,,,,
2022-06-09 01:35:00,,,,,
2022-06-09 01:40:00,,,,,
2022-06-09 01:45:00,,,,,
2022-06-09 01:50:00,,,,,
2022-06-09 01:55:00,,,,,
2022-06-09 02:00:00,,,,,
2022-06-09 02:05:00,947.0,948.0,947.0,948.0,300.0
2022-06-09 02:10:00,,,,,
2022-06-09 02:15:00,,,,,
2022-06-09 02:20:00,,,,,
2022-06-09 02:25:00,948.0,948.0,947.0,947.0,200.0
2022-06-09 02:30:00,,,,,
2022-06-09 02:35:00,947.0,947.0,947.0,947.0,0.0
2022-06-09 02:40:00,,,,,
2022-06-09 02:45:00,,,,,
2022-06-09 02:50:00,,,,,
2022-06-09 02:55:00,,,,,
2022-06-09 03:00:00,,,,,
2022-06-09 03:05:00,,,,,
2022-06-09 03:10:00,,,,,
2022-06-09 03:15:00,,,,,
2022-06-09 03:20:00,,,,,
2022-06-09 03:25:00,,,,,
2022-06-09 03:30:00,946.0,949.0,946.0,948.0,12400.0
2022-06-09 03:35:00,947.0,948.0,944.0,945.0,6200.0
2022-06-09 03:40:00,,,,,
2022-06-09 03:45:00,945.0,945.0,945.0,945.0,100.0
2022-06-09 03:50:00,944.0,944.0,944.0,944.0,200.0
2022-06-09 03:55:00,945.0,945.0,945.0,945.0,100.0
2022-06-09 04:00:00,,,,,
2022-06-09 04:05:00,,,,,
2022-06-09 04:10:00,,,,,
2022-06-09 04:15:00,,,,,
2022-06-09 04:20:00,946.0,947.0,946.0,947.0,2400.0
2022-06-09 04:25:00,,,,,
2022-06-09 04:30:00,,,,,
2022-06-09 04:35:00,946.0,946.0,946.0,946.0,200.0
2022-06-09 04:40:00,,,,,
2022-06-09 04:45:00,,,,,
2022-06-09 04:50:00,945.0,946.0,945.0,946.0,2400.0
2022-06-09 04:55:00,946.0,946.0,946.0,946.0,1700.0
2022-06-09 05:00:00,,,,,
2022-06-09 05:05:00,,,,,
2022-06-09 05:10:00,945.0,945.0,945.0,945.0,100.0
2022-06-09 05:15:00,,,,,
2022-06-09 05:20:00,945.0,945.0,943.0,945.0,4700.0
2022-06-09 05:25:00,946.0,946.0,946.0,946.0,300.0
2022-06-09 05:30:00,947.0,947.0,947.0,947.0,200.0
2022-06-09 05:35:00,946.0,946.0,945.0,946.0,1100.0
2022-06-09 05:40:00,945.0,947.0,945.0,946.0,5600.0
2022-06-09 05:45:00,,,,,
2022-06-09 05:50:00,946.0,946.0,945.0,945.0,900.0
2022-06-09 05:55:00,945.0,948.0,945.0,948.0,1900.0
2022-06-10 00:00:00,942.0,942.0,936.0,938.0,18200.0
2022-06-10 00:05:00,936.0,938.0,936.0,937.0,600.0
2022-06-10 00:10:00,935.0,937.0,934.0,937.0,1000.0
2022-06-10 00:15:00,938.0,939.0,938.0,938.0,600.0
2022-06-10 00:20:00,,,,,
2022-06-10 00:25:00,,,,,
2022-06-10 00:30:00,938.0,938.0,938.0,938.0,400.0
2022-06-10 00:35:00,939.0,940.0,939.0,940.0,1700.0
2022-06-10 00:40:00,940.0,940.0,940.0,940.0,200.0
2022-06-10 00:45:00,940.0,940.0,940.0,940.0,500.0
2022-06-10 00:50:00,940.0,940.0,940.0,940.0,100.0
2022-06-10 00:55:00,940.0,940.0,937.0,937.0,900.0
2022-06-10 01:00:00,938.0,938.0,938.0,938.0,100.0
2022-06-10 01:05:00,938.0,938.0,938.0,938.0,100.0
2022-06-10 01:10:00,938.0,938.0,938.0,938.0,200.0
2022-06-10 01:15:00,,,,,
2022-06-10 01:20:00,938.0,939.0,938.0,939.0,400.0
2022-06-10 01:25:00,940.0,940.0,940.0,940.0,200.0
2022-06-10 01:30:00,,,,,
2022-06-10 01:35:00,,,,,
2022-06-10 01:40:00,,,,,
2022-06-10 01:45:00,,,,,
2022-06-10 01:50:00,942.0,942.0,942.0,942.0,100.0
2022-06-10 01:55:00,941.0,941.0,941.0,941.0,100.0
2022-06-10 02:00:00,941.0,941.0,941.0,941.0,100.0
2022-06-10 02:05:00,941.0,941.0,941.0,941.0,200.0
2022-06-10 02:10:00,,,,,
2022-06-10 02:15:00,,,,,
2022-06-10 02:20:00,942.0,942.0,942.0,942.0,100.0
2022-06-10 02:25:00,941.0,941.0,939.0,939.0,1100.0
2022-06-10 02:30:00,,,,,
2022-06-10 02:35:00,939.0,939.0,939.0,939.0,0.0
2022-06-10 02:40:00,,,,,
2022-06-10 02:45:00,,,,,
2022-06-10 02:50:00,,,,,
2022-06-10 02:55:00,,,,,
2022-06-10 03:00:00,,,,,
2022-06-10 03:05:00,,,,,
2022-06-10 03:10:00,,,,,
2022-06-10 03:15:00,,,,,
2022-06-10 03:20:00,,,,,
2022-06-10 03:25:00,,,,,
2022-06-10 03:30:00,942.0,942.0,939.0,940.0,27300.0
2022-06-10 03:35:00,940.0,940.0,940.0,940.0,0.0
2022-06-10 03:40:00,940.0,940.0,939.0,939.0,27700.0
2022-06-10 03:45:00,941.0,941.0,941.0,941.0,200.0
2022-06-10 03:50:00,940.0,941.0,940.0,941.0,300.0
2022-06-10 03:55:00,,,,,
2022-06-10 04:00:00,,,,,
2022-06-10 04:05:00,941.0,941.0,941.0,941.0,100.0
2022-06-10 04:10:00,,,,,
2022-06-10 04:15:00,942.0,943.0,940.0,940.0,1500.0
2022-06-10 04:20:00,943.0,943.0,941.0,941.0,400.0
2022-06-10 04:25:00,941.0,941.0,941.0,941.0,100.0
2022-06-10 04:30:00,942.0,942.0,940.0,940.0,1000.0
2022-06-10 04:35:00,940.0,940.0,939.0,940.0,700.0
2022-06-10 04:40:00,939.0,940.0,939.0,940.0,900.0
2022-06-10 04:45:00,939.0,940.0,939.0,940.0,200.0
2022-06-10 04:50:00,940.0,941.0,940.0,941.0,300.0
2022-06-10 04:55:00,941.0,941.0,941.0,941.0,100.0
2022-06-10 05:00:00,,,,,
2022-06-10 05:05:00,939.0,939.0,938.0,938.0,600.0
2022-06-10 05:10:00,938.0,938.0,938.0,938.0,300.0
2022-06-10 05:15:00,939.0,939.0,939.0,939.0,100.0
2022-06-10 05:20:00,938.0,938.0,938.0,938.0,800.0
2022-06-10 05:25:00,,,,,
2022-06-10 05:30:00,,,,,
2022-06-10 05:35:00,938.0,939.0,938.0,938.0,1000.0
2022-06-10 05:40:00,938.0,938.0,938.0,938.0,600.0
2022-06-10 05:45:00,938.0,938.0,936.0,938.0,2100.0
2022-06-10 05:50:00,937.0,937.0,937.0,937.0,300.0
2022-06-10 05:55:00,936.0,938.0,936.0,938.0,5500.0
